filename_id,class_label,defocus_label
unfocused_holodetect_heamato_2024-10-14_13-32-51.165__hlg_163_idx_9_cnt_76_448_dst_15720.61,0,-3.117796694
holodetect_heamato_2024-10-14_13-32-04.148__hlg_121_idx_7_cnt_1448_284_dst_20495.78,0,-5.478436727
holodetect_heamato_2024-10-14_13-33-00.161__hlg_171_idx_1_cnt_1668_100_dst_21318.25,0,6.800293448
holodetect_heamato_2024-10-14_13-31-43.596__hlg_102_idx_22_cnt_132_876_dst_17830.05,0,-6.900068246
holodetect_heamato_2024-10-14_13-31-12.584__hlg_74_idx_17_cnt_612_916_dst_17901.55,0,-6.457040559
holodetect_heamato_2024-10-14_13-32-31.77__hlg_145_idx_4_cnt_1856_300_dst_17468.50,0,0.492929373
holodetect_heamato_2024-10-14_13-31-27.130__hlg_87_idx_19_cnt_1112_908_dst_15418.50,0,1.150078371
unfocused_holodetect_heamato_2024-10-14_13-31-54.490__hlg_112_idx_3_cnt_236_384_dst_16332.98,0,1.006869842
holodetect_heamato_2024-10-14_13-32-07.244__hlg_124_idx_23_cnt_1772_956_dst_15853.53,0,-3.431981377
holodetect_heamato_2024-10-14_13-32-57.987__hlg_169_idx_8_cnt_552_664_dst_21590.55,0,5.959650131
holodetect_heamato_2024-10-14_13-32-32.276__hlg_146_idx_3_cnt_1196_272_dst_17118.24,0,-9.279905787
holodetect_heamato_2024-10-14_13-30-17.749__hlg_24_idx_1_cnt_1028_64_dst_21719.25,0,5.172275761
holodetect_heamato_2024-10-14_13-31-06.82__hlg_68_idx_12_cnt_1032_600_dst_21000.00,0,4.222965142
holodetect_heamato_2024-10-14_13-30-58.251__hlg_61_idx_4_cnt_1856_248_dst_16077.50,0,-0.538742159
holodetect_heamato_2024-10-14_13-30-27.608__hlg_33_idx_12_cnt_68_744_dst_17638.50,0,-8.297775358
holodetect_heamato_2024-10-14_13-31-44.680__hlg_103_idx_3_cnt_1720_348_dst_21433.80,0,-8.142201712
holodetect_heamato_2024-10-14_13-31-52.167__hlg_110_idx_8_cnt_1184_236_dst_20300.00,0,0.436542008
holodetect_heamato_2024-10-14_13-31-19.336__hlg_80_idx_14_cnt_1772_716_dst_18397.12,0,8.566046906
holodetect_heamato_2024-10-14_13-32-53.326__hlg_165_idx_0_cnt_380_72_dst_20745.78,0,-1.07035694
holodetect_heamato_2024-10-14_13-33-13.25__hlg_183_idx_7_cnt_120_196_dst_21150.67,0,-4.867863703
holodetect_heamato_2024-10-14_13-30-30.709__hlg_36_idx_5_cnt_1232_272_dst_16751.18,0,-0.648213804
holodetect_heamato_2024-10-14_13-32-21.447__hlg_137_idx_17_cnt_768_956_dst_20690.80,0,7.043057268
holodetect_heamato_2024-10-14_13-31-58.666__hlg_116_idx_15_cnt_488_676_dst_16510.05,0,-5.927386547
holodetect_heamato_2024-10-14_13-31-00.310__hlg_63_idx_0_cnt_1120_224_dst_21486.32,0,2.134436927
holodetect_heamato_2024-10-14_13-32-48.592__hlg_161_idx_21_cnt_1180_596_dst_19997.88,0,-0.130207359
holodetect_heamato_2024-10-14_13-31-30.436__hlg_90_idx_5_cnt_1144_276_dst_16336.57,0,-7.075698785
holodetect_heamato_2024-10-14_13-32-12.625__hlg_129_idx_13_cnt_236_788_dst_18249.99,0,-4.616493562
holodetect_heamato_2024-10-14_13-30-54.694__hlg_58_idx_20_cnt_192_956_dst_21450.96,0,1.527302728
holodetect_heamato_2024-10-14_13-33-24.121__hlg_193_idx_15_cnt_1656_800_dst_16965.95,0,-6.484291012
holodetect_heamato_2024-10-14_13-31-07.64__hlg_69_idx_4_cnt_708_244_dst_20477.88,0,9.351164019
holodetect_heamato_2024-10-14_13-31-56.605__hlg_114_idx_10_cnt_120_844_dst_16573.47,0,-9.823902281
holodetect_heamato_2024-10-14_13-32-15.881__hlg_132_idx_15_cnt_1084_640_dst_15887.33,0,-8.817409229
holodetect_heamato_2024-10-14_13-31-50.49__hlg_108_idx_16_cnt_640_608_dst_16838.50,0,-0.359623058
unfocused_holodetect_heamato_2024-10-14_13-30-32.929__hlg_38_idx_2_cnt_368_152_dst_19546.38,0,6.028531967
unfocused_holodetect_heamato_2024-10-14_13-32-05.229__hlg_122_idx_18_cnt_1400_956_dst_16154.29,0,3.19931809
holodetect_heamato_2024-10-14_13-31-17.322__hlg_78_idx_18_cnt_704_944_dst_16580.54,0,-5.084916853
holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_24_cnt_1852_728_dst_19447.32,0,1.793737602
holodetect_heamato_2024-10-14_13-30-14.553__hlg_21_idx_1_cnt_684_80_dst_21719.25,0,8.377824612
unfocused_holodetect_heamato_2024-10-14_13-32-58.970__hlg_170_idx_15_cnt_1012_644_dst_16689.07,0,6.157606349
holodetect_heamato_2024-10-14_13-32-18.27__hlg_134_idx_10_cnt_840_724_dst_20710.80,0,2.075037329
holodetect_heamato_2024-10-14_13-32-39.964__hlg_153_idx_25_cnt_628_648_dst_19319.25,0,-4.244445286
holodetect_heamato_2024-10-14_13-30-31.949__hlg_37_idx_12_cnt_904_824_dst_16350.17,0,-3.681501822
holodetect_heamato_2024-10-14_13-30-51.593__hlg_55_idx_4_cnt_388_380_dst_16798.12,0,-4.377367149
holodetect_heamato_2024-10-14_13-32-51.165__hlg_163_idx_6_cnt_1388_228_dst_15976.20,0,-4.715631512
holodetect_heamato_2024-10-14_13-30-33.961__hlg_39_idx_13_cnt_1760_452_dst_18773.65,0,-8.655979882
holodetect_heamato_2024-10-14_13-29-55.430__hlg_1_idx_19_cnt_904_948_dst_16895.78,0,7.779364994
holodetect_heamato_2024-10-14_13-32-39.964__hlg_153_idx_15_cnt_1544_508_dst_15685.95,0,7.343085167
holodetect_heamato_2024-10-14_13-31-52.167__hlg_110_idx_21_cnt_928_872_dst_15758.12,0,7.941589611
holodetect_heamato_2024-10-14_13-33-23.36__hlg_192_idx_8_cnt_1616_300_dst_20003.47,0,5.144185118
unfocused_holodetect_heamato_2024-10-14_13-30-31.949__hlg_37_idx_15_cnt_1264_956_dst_16857.18,0,5.607896001
holodetect_heamato_2024-10-14_13-32-28.398__hlg_143_idx_22_cnt_776_608_dst_21694.86,0,4.487402223
unfocused_holodetect_heamato_2024-10-14_13-31-29.402__hlg_89_idx_19_cnt_948_956_dst_20339.07,0,-5.139092512
holodetect_heamato_2024-10-14_13-31-29.402__hlg_89_idx_17_cnt_1280_856_dst_20351.18,0,-3.569827613
holodetect_heamato_2024-10-14_13-32-20.466__hlg_136_idx_2_cnt_500_204_dst_19312.68,0,-5.912112501
holodetect_heamato_2024-10-14_13-31-25.894__hlg_86_idx_15_cnt_1836_572_dst_19222.72,0,-5.756388628
holodetect_heamato_2024-10-14_13-32-04.148__hlg_121_idx_17_cnt_1708_760_dst_20412.47,0,-8.054334375
holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_7_cnt_980_252_dst_15742.72,0,-2.982147273
holodetect_heamato_2024-10-14_13-30-46.130__hlg_50_idx_8_cnt_1528_752_dst_20895.78,0,9.637752793
holodetect_heamato_2024-10-14_13-32-57.987__hlg_169_idx_5_cnt_1756_332_dst_16697.12,0,-6.982197678
unfocused_holodetect_heamato_2024-10-14_13-30-55.725__hlg_59_idx_9_cnt_280_540_dst_16267.71,0,-6.874675458
holodetect_heamato_2024-10-14_13-31-43.596__hlg_102_idx_13_cnt_612_704_dst_19805.03,0,-9.838253946
holodetect_heamato_2024-10-14_13-32-37.646__hlg_151_idx_10_cnt_576_316_dst_17501.72,0,1.493204065
holodetect_heamato_2024-10-14_13-32-34.445__hlg_148_idx_27_cnt_948_752_dst_20206.57,0,8.069928542
unfocused_holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_31_cnt_1268_956_dst_17865.56,0,8.641891956
holodetect_heamato_2024-10-14_13-33-05.400__hlg_176_idx_3_cnt_1408_296_dst_18670.43,0,5.454389718
holodetect_heamato_2024-10-14_13-33-13.25__hlg_183_idx_22_cnt_1456_672_dst_19195.03,0,3.758151195
holodetect_heamato_2024-10-14_13-31-45.659__hlg_104_idx_14_cnt_1536_792_dst_16357.75,0,-0.565430811
holodetect_heamato_2024-10-14_13-32-14.745__hlg_131_idx_13_cnt_92_680_dst_18060.83,0,-9.941009338
holodetect_heamato_2024-10-14_13-31-13.820__hlg_75_idx_14_cnt_856_672_dst_20962.10,0,0.679864224
holodetect_heamato_2024-10-14_13-33-10.705__hlg_181_idx_11_cnt_1320_464_dst_15976.20,0,-7.455885748
holodetect_heamato_2024-10-14_13-31-35.650__hlg_95_idx_4_cnt_680_240_dst_21954.93,0,5.242603181
holodetect_heamato_2024-10-14_13-32-48.592__hlg_161_idx_5_cnt_1460_156_dst_15686.20,0,0.870585884
holodetect_heamato_2024-10-14_13-30-24.300__hlg_30_idx_18_cnt_444_952_dst_17446.95,0,-3.844328616
holodetect_heamato_2024-10-14_13-31-03.710__hlg_66_idx_10_cnt_1640_556_dst_21486.32,0,7.768231307
holodetect_heamato_2024-10-14_13-32-29.788__hlg_144_idx_1_cnt_120_68_dst_17014.82,0,-0.448706381
holodetect_heamato_2024-10-14_13-32-35.632__hlg_149_idx_7_cnt_220_524_dst_20160.00,0,-9.210342159
holodetect_heamato_2024-10-14_13-30-48.90__hlg_52_idx_20_cnt_1676_840_dst_15759.62,0,-1.14039306
holodetect_heamato_2024-10-14_13-29-59.41__hlg_7_idx_13_cnt_880_792_dst_20831.93,0,-1.327833748
holodetect_heamato_2024-10-14_13-32-45.439__hlg_158_idx_11_cnt_1540_488_dst_20014.40,0,-9.909611264
holodetect_heamato_2024-10-14_13-30-48.90__hlg_52_idx_8_cnt_984_360_dst_17862.85,0,3.701952464
holodetect_heamato_2024-10-14_13-33-11.943__hlg_182_idx_5_cnt_592_276_dst_20847.07,0,-6.617256269
holodetect_heamato_2024-10-14_13-30-02.490__hlg_10_idx_2_cnt_804_88_dst_20958.62,0,-4.346276369
unfocused_holodetect_heamato_2024-10-14_13-31-23.727__hlg_84_idx_17_cnt_1024_956_dst_17361.45,0,-2.602431577
holodetect_heamato_2024-10-14_13-30-41.539__hlg_46_idx_1_cnt_1156_64_dst_18431.93,0,-6.2794332
holodetect_heamato_2024-10-14_13-31-30.436__hlg_90_idx_8_cnt_396_540_dst_17927.70,0,-2.797334791
holodetect_heamato_2024-10-14_13-30-44.946__hlg_49_idx_8_cnt_724_360_dst_20918.25,0,2.003675241
holodetect_heamato_2024-10-14_13-31-00.310__hlg_63_idx_1_cnt_1592_236_dst_21150.18,0,8.522564896
holodetect_heamato_2024-10-14_13-30-55.725__hlg_59_idx_14_cnt_1316_800_dst_18380.18,0,0.82437767
holodetect_heamato_2024-10-14_13-33-01.139__hlg_172_idx_9_cnt_1156_664_dst_20582.10,0,2.826018935
holodetect_heamato_2024-10-14_13-32-15.881__hlg_132_idx_4_cnt_916_176_dst_21086.32,0,1.231758021
holodetect_heamato_2024-10-14_13-30-10.476__hlg_17_idx_15_cnt_1844_676_dst_16798.12,0,4.835447962
holodetect_heamato_2024-10-14_13-30-25.383__hlg_31_idx_13_cnt_272_544_dst_17446.95,0,-8.498628632
holodetect_heamato_2024-10-14_13-31-00.310__hlg_63_idx_8_cnt_160_588_dst_16398.12,0,-2.275663272
holodetect_heamato_2024-10-14_13-32-32.276__hlg_146_idx_0_cnt_1184_80_dst_20200.00,0,5.15290612
holodetect_heamato_2024-10-14_13-32-55.759__hlg_167_idx_6_cnt_940_384_dst_16014.03,0,-8.719899101
holodetect_heamato_2024-10-14_13-33-03.304__hlg_174_idx_14_cnt_736_956_dst_19273.22,0,-1.86513156
holodetect_heamato_2024-10-14_13-32-25.77__hlg_140_idx_9_cnt_1144_652_dst_19352.30,0,-0.931990771
holodetect_heamato_2024-10-14_13-31-16.138__hlg_77_idx_14_cnt_1204_652_dst_19678.88,0,-8.724682238
holodetect_heamato_2024-10-14_13-30-31.949__hlg_37_idx_3_cnt_756_288_dst_16877.88,0,-4.427455595
holodetect_heamato_2024-10-14_13-33-17.717__hlg_187_idx_16_cnt_848_668_dst_20855.40,0,3.40944622
holodetect_heamato_2024-10-14_13-32-01.95__hlg_118_idx_2_cnt_148_200_dst_19422.47,0,4.035702016
holodetect_heamato_2024-10-14_13-31-20.421__hlg_81_idx_11_cnt_616_452_dst_16465.40,0,8.841675614
holodetect_heamato_2024-10-14_13-30-30.709__hlg_36_idx_10_cnt_1084_408_dst_20790.55,0,2.349207632
unfocused_holodetect_heamato_2024-10-14_13-33-25.152__hlg_194_idx_5_cnt_1840_220_dst_19966.82,0,4.342167548
holodetect_heamato_2024-10-14_13-31-41.21__hlg_100_idx_1_cnt_1508_88_dst_18300.97,0,1.511398916
unfocused_holodetect_heamato_2024-10-14_13-30-55.725__hlg_59_idx_7_cnt_860_492_dst_17361.49,0,-6.666637918
unfocused_holodetect_heamato_2024-10-14_13-30-57.15__hlg_60_idx_22_cnt_988_884_dst_16501.44,0,-3.998485999
holodetect_heamato_2024-10-14_13-31-47.729__hlg_106_idx_0_cnt_1116_64_dst_15520.38,0,-3.261239618
holodetect_heamato_2024-10-14_13-31-46.694__hlg_105_idx_2_cnt_1532_256_dst_21822.47,0,-3.890389648
unfocused_holodetect_heamato_2024-10-14_13-33-13.25__hlg_183_idx_31_cnt_552_956_dst_19869.01,0,6.345470766
holodetect_heamato_2024-10-14_13-33-18.852__hlg_188_idx_15_cnt_1244_628_dst_17921.03,0,6.637063955
unfocused_holodetect_heamato_2024-10-14_13-32-51.165__hlg_163_idx_20_cnt_552_956_dst_21563.28,0,2.877054514
holodetect_heamato_2024-10-14_13-31-11.602__hlg_73_idx_18_cnt_836_956_dst_17342.72,0,-9.829577913
holodetect_heamato_2024-10-14_13-30-07.326__hlg_14_idx_9_cnt_1764_484_dst_21719.25,0,-6.673431885
holodetect_heamato_2024-10-14_13-32-14.745__hlg_131_idx_2_cnt_556_80_dst_18353.69,0,3.116434256
holodetect_heamato_2024-10-14_13-32-21.447__hlg_137_idx_15_cnt_1444_908_dst_21475.39,0,-2.554200481
holodetect_heamato_2024-10-14_13-33-05.400__hlg_176_idx_12_cnt_244_628_dst_16142.72,0,1.414473814
holodetect_heamato_2024-10-14_13-32-25.77__hlg_140_idx_7_cnt_840_528_dst_19719.25,0,5.507478178
holodetect_heamato_2024-10-14_13-31-29.402__hlg_89_idx_6_cnt_660_280_dst_20673.85,0,-6.530963831
unfocused_holodetect_heamato_2024-10-14_13-30-07.326__hlg_14_idx_12_cnt_744_612_dst_16689.16,0,2.719674037
holodetect_heamato_2024-10-14_13-31-50.49__hlg_108_idx_24_cnt_68_904_dst_21441.52,0,-2.018029112
holodetect_heamato_2024-10-14_13-32-20.466__hlg_136_idx_9_cnt_1140_720_dst_16832.72,0,-1.974787667
holodetect_heamato_2024-10-14_13-31-59.701__hlg_117_idx_25_cnt_1676_896_dst_17319.25,0,-3.443799016
unfocused_holodetect_heamato_2024-10-14_13-32-28.398__hlg_143_idx_1_cnt_1700_104_dst_17303.23,0,7.473706795
holodetect_heamato_2024-10-14_13-30-46.130__hlg_50_idx_2_cnt_704_528_dst_18861.97,0,-7.04114529
holodetect_heamato_2024-10-14_13-30-14.553__hlg_21_idx_17_cnt_1080_716_dst_18861.97,0,-0.94475137
holodetect_heamato_2024-10-14_13-31-32.498__hlg_92_idx_21_cnt_1792_852_dst_16919.25,0,1.288906144
holodetect_heamato_2024-10-14_13-33-10.705__hlg_181_idx_28_cnt_868_956_dst_20414.03,0,5.923969695
holodetect_heamato_2024-10-14_13-31-17.322__hlg_78_idx_10_cnt_808_720_dst_20831.93,0,-1.063920495
holodetect_heamato_2024-10-14_13-33-06.434__hlg_177_idx_10_cnt_1016_484_dst_15365.20,0,-3.511079115
holodetect_heamato_2024-10-14_13-30-38.447__hlg_43_idx_9_cnt_532_632_dst_20750.18,0,-6.025220046
holodetect_heamato_2024-10-14_13-30-24.300__hlg_30_idx_9_cnt_316_508_dst_17006.57,0,-3.269579792
holodetect_heamato_2024-10-14_13-32-56.742__hlg_168_idx_19_cnt_732_708_dst_15572.72,0,-9.196200418
holodetect_heamato_2024-10-14_13-31-08.200__hlg_70_idx_14_cnt_1640_552_dst_22017.78,0,4.194967112
holodetect_heamato_2024-10-14_13-31-16.138__hlg_77_idx_15_cnt_1376_684_dst_19086.32,0,5.616363773
holodetect_heamato_2024-10-14_13-32-47.609__hlg_160_idx_14_cnt_716_836_dst_15736.15,0,0.292712846
